position,song,artist,genre,mood
11,Classy 101,Feid & Young Miko,Hip-hop,Elegant
12,Angel Pt. 1,Fast & Furious: The Fast Saga & Jimin & BTS,Pop,Melancholic
13,Acróstico,Shakira,Pop,Melancholic
14,TQM,Fuerza Regida,Pop,Energetic
15,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,Hip-hop,Dark
16,Calm Down (with Selena Gomez),Rema,Reggaeton,Relaxed
17,BESO,ROSALÍA & Rauw Alejandro,Pop,Romantic
18,Yandel 150,Yandel,Pop,Energetic
19,El Azul,Junior H & Peso Pluma,Pop,Nostalgic
20,See You Again (feat. Kali Uchis),Tyler The Creator,Pop,Nostalgic
21,Die For You (with Ariana Grande) - Remix,The Weeknd,Reggaeton,Passionate
22,Boy's a Liar Pt. 2,PinkPantheress & Ice Spice,Regional,Deceptive
23,PRC,Peso Pluma & Natanael Cano,Pop,Energetic
24,Anti-Hero,Taylor Swift,Pop,Angsty
25,Die For You,The Weeknd,Pop,Passionate
26,I Wanna Be Yours,Arctic Monkeys,Alternative,Romantic
27,Last Night,Morgan Wallen,Rock,Upbeat
28,All My Life (feat. J. Cole),Lil Durk & J. Cole,Pop,Introspective
29,Tattoo,Loreen,Rap,Passionate
30,Angels Like You,Miley Cyrus,Pop,Hopeful
31,I'm Good (Blue),David Guetta & Bebe Rexha,R&B,Positive
32,The Best,Tina Turner,Pop,Energetic
33,What's Love Got to Do with It - 2015 Remaster,Tina Turner,Pop,Empowering
34,Here With Me,d4vd,Dream-pop,Melancholic
35,Say Yes To Heaven,Lana Del Rey,Pop,Dreamy
36,AMG,Natanael Cano & Peso Pluma & Gabito Ballesteros,Indie,Energetic
37,People,Libianca,R&B,Energetic
38,Cruel Summer,Taylor Swift,Pop,Intense
39,Starboy,The Weeknd,Rap,Dark
40,Another Love,Tom Odell,Pop,Sad
41,golden hour,JVKE,Pop,Euphoric
42,Moonlight,Kali Uchis,Pop,Dreamy
43,Por las Noches,Peso Pluma,Hip-hop,Melancholy
44,I Ain't Worried,OneRepublic,Latin,Confident
45,Shakira: Bzrp Music Sessions Vol. 53,Bizarrap & Shakira,Reggaeton,Energetic
46,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez & Em Beihold,Pop,Hopeful
47,La Bachata,Manuel Turizo,Pop,Romantic
48,Unholy (feat. Kim Petras),Sam Smith,Pop,Dark
49,Hey Mor,Ozuna,Pop,Energetic
50,Frágil,Yahritza Y Su Esencia & Grupo Frontera,Rock,Vulnerable
1,Ella Baila Sola,Eslabon Armado,Latin,Happy
2,WHERE SHE GOES,Bad Bunny,Pop,Melancholic
3,La Bebe - Remix,Yng Lvcas & Peso Pluma,Pop,Energetic
4,un x100to,Grupo Frontera & Bad Bunny,Reggaeton,Energetic
5,Karma (feat. Ice Spice),Taylor Swift,Hip-hop,Energetic
6,Snow On The Beach (feat. More Lana Del Rey),Taylor Swift,Pop,Dreamy
7,Cupid - Twin Ver.,FIFTY FIFTY,Pop,Romantic
8,Hits Different,Taylor Swift,Pop,Sultry
9,Flowers,Miley Cyrus,Soundtrack,Ethereal
10,Daylight,David Kushner,Pop,Hopeful
11,Kill Bill,SZA,Pop,Intense
12,As It Was,Harry Styles,Pop,Reflective
13,TQG,KAROL G,Pop,Energetic
14,All My Life (feat. J. Cole),Lil Durk,Pop,Upbeat
15,Classy 101,Feid & Young Miko,Pop,Elegant
16,Anti-Hero,Taylor Swift,R&B,Intense
17,TQM,Fuerza Regida,Pop,Energetic
18,Calm Down (with Selena Gomez),Rema,Reggaeton,Peaceful
19,Acróstico,Shakira,Reggaeton,Romantic
20,Dance The Night (From Barbie The Album),Dua Lipa,Narcocorrido,Energetic
21,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,Pop,Sinister
22,BESO,ROSALÍA & Rauw Alejandro,Pop,Sensual
23,El Azul,Junior H & Peso Pluma,Pop,Melancholic
24,Yandel 150,Yandel,Pop,Energetic
25,Die For You (with Ariana Grande) - Remix,The Weeknd,Rock,Romantic
26,Angel Pt. 1,Fast & Furious: The Fast Saga & Jimin & BTS,Pop,Melancholic
27,See You Again (feat. Kali Uchis),Tyler The Creator,Alternative,Melancholic
28,Last Night,Morgan Wallen,Pop,Energetic
29,Boy's a Liar Pt. 2,PinkPantheress & Ice Spice,Hip-hop,Deceptive
30,PRC,Peso Pluma & Natanael Cano,Pop,Energetic
31,I'm Good (Blue),David Guetta & Bebe Rexha,Pop,Sad
32,Tattoo,Loreen,R&B,Nostalgic
33,Cruel Summer,Taylor Swift,Pop,Mysterious
34,Die For You,The Weeknd,Pop,Passionate
35,I Wanna Be Yours,Arctic Monkeys,Pop,Romantic
36,Angels Like You,Miley Cyrus,Dream-pop,Melancholic
37,Say Yes To Heaven,Lana Del Rey,Hip-hop,Dreamy
38,AMG,Natanael Cano & Peso Pluma & Gabito Ballesteros,Pop,Energetic
39,Here With Me,d4vd,Pop,Melancholic
40,People,Libianca,Pop,Energetic
41,I Ain't Worried,OneRepublic,Indie,Confident
42,Por las Noches,Peso Pluma,Country,Romantic
43,La Bachata,Manuel Turizo,R&B,Passionate
44,Starboy,The Weeknd,Pop,Dark
45,golden hour,JVKE,Hip-hop,Euphoric
46,Another Love,Tom Odell,Latin,Melancholic
47,Moonlight,Kali Uchis,Pop,Romantic
48,Hey Mor,Ozuna,Latin,Cheerful
49,Shakira: Bzrp Music Sessions Vol. 53,Bizarrap & Shakira,Pop,Energetic
50,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez & Em Beihold,Rock,Hopeful
1,Ella Baila Sola,Eslabon Armado,Pop,Energetic
2,La Bebe - Remix,Yng Lvcas & Peso Pluma,Pop,Energetic
3,un x100to,Grupo Frontera & Bad Bunny,Pop,Energetic
4,WHERE SHE GOES,Bad Bunny,Reggaeton,Melancholic
5,Cupid - Twin Ver.,FIFTY FIFTY,Hip-hop,Romantic
6,Flowers,Miley Cyrus,Pop,Melancholic
7,As It Was,Harry Styles,Pop,Reflective
8,Kill Bill,SZA,Pop,Intense
9,Daylight,David Kushner,R&B,Upbeat
10,TQG,KAROL G,Pop,Energetic
11,Classy 101,Feid & Young Miko,Pop,Classy
12,TQM,Fuerza Regida,Soundtrack,Energetic
13,Calm Down (with Selena Gomez),Rema,Rock,Relaxed
14,Hits Different,Taylor Swift,Pop,Sultry
15,Anti-Hero,Taylor Swift,Hip-hop,Defiant
16,El Azul,Junior H & Peso Pluma,Pop,Energetic
17,Acróstico,Shakira,Rock,Romantic
18,All My Life (feat. J. Cole),Lil Durk,Pop,Energetic
19,BESO,ROSALÍA & Rauw Alejandro,Pop,Romantic
20,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,Pop,Dark
21,Yandel 150,Yandel,Pop,Energetic
22,PRC,Peso Pluma & Natanael Cano,Hip-hop,Energetic
23,Die For You (with Ariana Grande) - Remix,The Weeknd,Pop,Passionate
24,See You Again (feat. Kali Uchis),Tyler The Creator,Regional,Melancholic
25,Last Night,Morgan Wallen,Reggaeton,Melancholic
26,Boy's a Liar Pt. 2,PinkPantheress & Ice Spice,Pop,Deceptive
27,Snow On The Beach (feat. More Lana Del Rey),Taylor Swift,R&B,Chill
28,I'm Good (Blue),David Guetta & Bebe Rexha,Pop,Sad
29,Angel Pt. 1,Fast & Furious: The Fast Saga & Jimin & BTS,Pop,Melancholic
30,I Wanna Be Yours,Arctic Monkeys,Rock,Romantic
31,AMG,Natanael Cano & Peso Pluma & Gabito Ballesteros,Pop,Energetic
32,Dance The Night (From Barbie The Album),Dua Lipa,Pop,Energetic
33,Die For You,The Weeknd,Pop,Intense
34,Cruel Summer,Taylor Swift,Pop,Energetic
35,Karma (feat. Ice Spice),Taylor Swift,R&B,Energetic
36,Angels Like You,Miley Cyrus,Indie,Melancholic
37,Tattoo,Loreen,Pop,Passionate
38,People,Libianca,Dream-pop,Upbeat
39,I Ain't Worried,OneRepublic,Hip-hop,Confident
40,Here With Me,d4vd,Pop,Romantic
41,Por las Noches,Peso Pluma,Pop,Melancholic
42,La Bachata,Manuel Turizo,Hip-hop,Romantic
43,Shakira: Bzrp Music Sessions Vol. 53,Bizarrap & Shakira,Pop,Energetic
44,Hey Mor,Ozuna,Latin,Energetic
45,Say Yes To Heaven,Lana Del Rey,Pop,Dreamy
46,Frágil,Yahritza Y Su Esencia & Grupo Frontera,Pop,Melancholic
47,Moonlight,Kali Uchis,Indie,Dreamy
48,Starboy,The Weeknd,Pop,Dark
49,golden hour,JVKE,Rock,Euphoric
50,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez & Em Beihold,Reggaeton,Euphoric
1,Ella Baila Sola,Eslabon Armado,Pop,Upbeat
2,La Bebe - Remix,Yng Lvcas & Peso Pluma,Pop,Upbeat
3,WHERE SHE GOES,Bad Bunny,Reggaeton,Melancholic
4,un x100to,Grupo Frontera & Bad Bunny,Hip-hop,Energetic
5,Cupid - Twin Ver.,FIFTY FIFTY,Pop,Romantic
6,Flowers,Miley Cyrus,Pop,Dreamy
7,Kill Bill,SZA,Pop,Intense
8,As It Was,Harry Styles,Pop,Reflective
9,Daylight,David Kushner,Soundtrack,Hopeful
10,TQM,Fuerza Regida,Pop,Energetic
11,TQG,KAROL G,Pop,Upbeat
12,El Azul,Junior H & Peso Pluma,Pop,Energetic
13,Classy 101,Feid & Young Miko,Electronic,Energetic
14,Anti-Hero,Taylor Swift,Pop,Dark
15,Calm Down (with Selena Gomez),Rema,R&B,Relaxed
16,Die For You (with Ariana Grande) - Remix,The Weeknd,Rock,Romantic
17,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,Narcocorrido,Seductive
18,Angel Pt. 1,Fast & Furious: The Fast Saga & Jimin & BTS,Pop,Melancholic
19,See You Again (feat. Kali Uchis),Tyler The Creator,Hip-hop,Reflective
20,PRC,Peso Pluma & Natanael Cano,Pop,Energetic
21,Last Night,Morgan Wallen,Rap,Energetic
22,Yandel 150,Yandel,Reggaeton,Energetic
23,Hits Different,Taylor Swift,Pop,Sultry
24,Angels Like You,Miley Cyrus,Pop,Empowering
25,Boy's a Liar Pt. 2,PinkPantheress & Ice Spice,Pop,Deceptive
26,I Wanna Be Yours,Arctic Monkeys,Pop,Romantic
27,BESO,ROSALÍA & Rauw Alejandro,Pop,Romantic
28,All My Life (feat. J. Cole),Lil Durk,Pop,Reflective
29,Acróstico,Shakira,Pop,Energetic
30,Die For You,The Weeknd,R&B,Passionate
31,Here With Me,d4vd,Indie,Melancholic
32,Say Yes To Heaven,Lana Del Rey,Hip-hop,Dreamy
33,Cruel Summer,Taylor Swift,Pop,Energetic
34,AMG,Natanael Cano & Peso Pluma & Gabito Ballesteros,Pop,Energetic
35,I'm Good (Blue),David Guetta & Bebe Rexha,Pop,Upbeat
36,People,Libianca,Pop,Energetic
37,Por las Noches,Peso Pluma,Pop,Sad
38,Dance The Night (From Barbie The Album),Dua Lipa,Pop,Energetic
39,I Ain't Worried,OneRepublic,Pop,Confident
40,Moonlight,Kali Uchis,Hip-hop,Romantic
41,golden hour,JVKE,Pop,Euphoric
42,Tattoo,Loreen,Pop,Melancholic
43,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez & Em Beihold,Latin,Hopeful
44,Starboy,The Weeknd,Reggaeton,Dark
45,Frágil,Yahritza Y Su Esencia & Grupo Frontera,Rock,Melancholic
46,Snow On The Beach (feat. More Lana Del Rey),Taylor Swift,Dream pop,Chill
47,Another Love,Tom Odell,Pop,Melancholic
48,La Bachata,Manuel Turizo,Pop,Romantic
49,Shakira: Bzrp Music Sessions Vol. 53,Bizarrap & Shakira,Pop,Energetic
50,Like Crazy,Jimin,Country,Energetic
1,Ella Baila Sola,Eslabon Armado,Pop,Joyful
2,WHERE SHE GOES,Bad Bunny,Pop,Melancholic
3,La Bebe - Remix,Yng Lvcas & Peso Pluma,Reggaeton,Energetic
4,Cupid - Twin Ver.,FIFTY FIFTY,Pop,Romantic
5,un x100to,Grupo Frontera & Bad Bunny,Hip-hop,Energetic
6,Flowers,Miley Cyrus,Pop,Romantic
7,Daylight,David Kushner,Pop,Hopeful
8,Kill Bill,SZA,Hip-hop,Energetic
9,As It Was,Harry Styles,Rock,Reflective
10,TQG,KAROL G,Pop,Upbeat
11,Classy 101,Feid & Young Miko,Pop,Classy
12,TQM,Fuerza Regida,Pop,Energetic
13,Anti-Hero,Taylor Swift,Ranchera,Dark
14,Calm Down (with Selena Gomez),Rema,Pop,Relaxed
15,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,Rock,Eerie
16,Die For You (with Ariana Grande) - Remix,The Weeknd,Pop,Romantic
17,Angel Pt. 1,Fast & Furious: The Fast Saga & Jimin & BTS,Pop,Hopeful
18,See You Again (feat. Kali Uchis),Tyler The Creator,R&B,Nostalgic
19,Angels Like You,Miley Cyrus,Pop,Hopeful
20,Last Night,Morgan Wallen,R&B,Upbeat
21,BESO,ROSALÍA & Rauw Alejandro,Pop,Passionate
22,El Azul,Junior H & Peso Pluma,Pop,Melancholic
23,I Wanna Be Yours,Arctic Monkeys,Reggaeton,Romantic
24,All My Life (feat. J. Cole),Lil Durk,R&B,Reflective
25,Die For You,The Weeknd,Pop,Passionate
26,Yandel 150,Yandel,Pop,Energetic
27,Acróstico,Shakira,Indie,Energetic
28,Boy's a Liar Pt. 2,PinkPantheress & Ice Spice,Reggaeton,Deceptive
29,Say Yes To Heaven,Lana Del Rey,Rap,Serene
30,Cruel Summer,Taylor Swift,Pop,Intense
31,I'm Good (Blue),David Guetta & Bebe Rexha,Pop,Sad
32,Here With Me,d4vd,Pop,Melancholic
33,Hits Different,Taylor Swift,Dream-pop,Seductive
34,PRC,Peso Pluma & Natanael Cano,Pop,Energetic
35,People,Libianca,Rap,Energetic
36,I Ain't Worried,OneRepublic,Pop,Confident
37,Dance The Night (From Barbie The Album),Dua Lipa,Pop,Energetic
38,Moonlight,Kali Uchis,Pop,Euphoric
39,Tattoo,Loreen,Pop,Romantic
40,Another Love,Tom Odell,Hip-hop,Melancholic
41,golden hour,JVKE,R&B,Euphoric
42,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez & Em Beihold,Country,Joyful
43,Starboy,The Weeknd,Pop,Dark
44,Like Crazy,Jimin,Pop,Passionate
45,AMG,Natanael Cano & Peso Pluma & Gabito Ballesteros,Pop,Hype
46,Yellow,Coldplay,Pop,Euphoric
47,Por las Noches,Peso Pluma,Pop,Romantic
48,La Bachata,Manuel Turizo,Indie,Romantic
49,Unholy (feat. Kim Petras),Sam Smith,Latin,Dark
50,Shakira: Bzrp Music Sessions Vol. 53,Bizarrap & Shakira,Reggaeton,Energetic
1,Ella Baila Sola,Eslabon Armado,Country,Energetic
2,WHERE SHE GOES,Bad Bunny,Pop,Mysterious
3,La Bebe - Remix,Yng Lvcas & Peso Pluma,Pop,Energetic
4,un x100to,Grupo Frontera & Bad Bunny,Reggaeton,Energetic
5,Cupid - Twin Ver.,FIFTY FIFTY,Pop,romantic
6,Flowers,Miley Cyrus,hip-hop,Romantic
7,Daylight,David Kushner,Pop,Upbeat
8,Kill Bill,SZA,Pop,Intense
9,As It Was,Harry Styles,Soundtrack,Reflective
10,Classy 101,Feid & Young Miko,Rock,Elegant
11,TQG,KAROL G,Pop,Energetic
12,TQM,Fuerza Regida,Pop,Energetic
13,Calm Down (with Selena Gomez),Rema,Jazz,Relaxed
14,Anti-Hero,Taylor Swift,Rock,Defiant
15,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,Pop,Dark
16,Die For You (with Ariana Grande) - Remix,The Weeknd,Rap,Passionate
17,All My Life (feat. J. Cole),Lil Durk,Pop,Energetic
18,See You Again (feat. Kali Uchis),Tyler The Creator,Pop,Melancholic
19,BESO,ROSALÍA & Rauw Alejandro,Pop,Sensual
20,El Azul,Junior H & Peso Pluma,Pop,Melancholic
21,Angel Pt. 1,Fast & Furious: The Fast Saga & Jimin & BTS,Pop,Melancholic
22,Angels Like You,Miley Cyrus,Latin,Melancholic
23,Yandel 150,Yandel,Norteño,Energetic
24,Say Yes To Heaven,Lana Del Rey,Indie,Melancholic
25,Die For You,The Weeknd,Hip-hop,Passionate
26,Last Night,Morgan Wallen,Pop,Upbeat
27,I Wanna Be Yours,Arctic Monkeys,Reggaeton,Romantic
28,Boy's a Liar Pt. 2,PinkPantheress & Ice Spice,Pop,Deceptive
29,Acróstico,Shakira,Pop,Energetic
30,I'm Good (Blue),David Guetta & Bebe Rexha,Dream-pop,Confident
31,Cruel Summer,Taylor Swift,Pop,Energetic
32,Dance The Night (From Barbie The Album),Dua Lipa,Pop,Energetic
33,Here With Me,d4vd,Pop,Melancholic
34,PRC,Peso Pluma & Natanael Cano,R&B,Energetic
35,People,Libianca,Pop,Energetic
36,Hits Different,Taylor Swift,Pop,Sensual
37,Tattoo,Loreen,Rap,Melancholic
38,Moonlight,Kali Uchis,Pop,Romantic
39,golden hour,JVKE,Pop,Euphoric
40,Another Love,Tom Odell,Pop,Melancholic
41,I Ain't Worried,OneRepublic,Indie,Confident
42,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez & Em Beihold,Country,Hopeful
43,Starboy,The Weeknd,Pop,Dark
44,AMG,Natanael Cano & Peso Pluma & Gabito Ballesteros,R&B,Energetic
45,Like Crazy,Jimin,Pop,Passionate
46,La Bachata,Manuel Turizo,Rap,Romantic
47,Por las Noches,Peso Pluma,Pop,Melancholic
48,Unholy (feat. Kim Petras),Sam Smith,Pop,Dark
49,Hey Mor,Ozuna,Latin,Energetic
50,Yellow,Coldplay,Pop,Upbeat
1,Ella Baila Sola,Eslabon Armado,Latin,Joyful
2,WHERE SHE GOES,Bad Bunny,Pop,Melancholic
3,La Bebe - Remix,Yng Lvcas & Peso Pluma,Pop,Energetic
4,un x100to,Grupo Frontera & Bad Bunny,Reggaeton,Energetic
5,Cupid - Twin Ver.,FIFTY FIFTY,Rap,Romantic
6,Flowers,Miley Cyrus,Pop,Romantic
7,Daylight,David Kushner,Pop,Uplifting
8,Kill Bill,SZA,Pop,Intense
9,As It Was,Harry Styles,Rap,Melancholic
10,Classy 101,Feid & Young Miko,Pop,Elegant
11,TQG,KAROL G,Pop,Energetic
12,TQM,Fuerza Regida,Pop,Upbeat
13,Calm Down (with Selena Gomez),Rema,Electronic,Relaxing
14,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,Pop,Eerie
15,Anti-Hero,Taylor Swift,Rock,Defiant
16,El Azul,Junior H & Peso Pluma,Rap,Melancholic
17,Die For You (with Ariana Grande) - Remix,The Weeknd,Pop,Passionate
18,BESO,ROSALÍA & Rauw Alejandro,Hip-hop,Passionate
19,See You Again (feat. Kali Uchis),Tyler The Creator,Pop,Melancholic
20,Angel Pt. 1,Fast & Furious: The Fast Saga & Jimin & BTS,Pop,Melancholic
21,All My Life (feat. J. Cole),Lil Durk,Narcocorrido,Reflective
22,Angels Like You,Miley Cyrus,Electronic,Melancholic
23,Yandel 150,Yandel,Pop,Energetic
24,Say Yes To Heaven,Lana Del Rey,Reggaeton,Ethereal
25,I Wanna Be Yours,Arctic Monkeys,Dream-pop,Romantic
26,Last Night,Morgan Wallen,Pop,Energetic
27,Die For You,The Weeknd,Pop,Romantic
28,Acróstico,Shakira,Indie,Sad
29,I'm Good (Blue),David Guetta & Bebe Rexha,Hip-hop,Energetic
30,Dance The Night (From Barbie The Album),Dua Lipa,Pop,Energetic
31,PRC,Peso Pluma & Natanael Cano,Pop,Energetic
32,Cruel Summer,Taylor Swift,Pop,Intense
33,Here With Me,d4vd,Pop,Melancholic
34,People,Libianca,Pop,Energetic
35,Boy's a Liar Pt. 2,PinkPantheress & Ice Spice,Pop,Deceptive
36,Tattoo,Loreen,Pop,Melancholic
37,Moonlight,Kali Uchis,R&B,Romantic
38,I Ain't Worried,OneRepublic,Pop,Confident
39,Another Love,Tom Odell,Pop,Melancholic
40,golden hour,JVKE,Country,Euphoric
41,AMG,Natanael Cano & Peso Pluma & Gabito Ballesteros,Indie,Energetic
42,Like Crazy,Jimin,Rap,Romantic
43,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez & Em Beihold,Pop,Hopeful
44,Starboy,The Weeknd,Pop,Dark
45,Por las Noches,Peso Pluma,Hip-hop,Melancholic
46,La Bachata,Manuel Turizo,Pop,Romantic
47,Hey Mor,Ozuna,Latin,Energetic
48,Unholy (feat. Kim Petras),Sam Smith,Pop,Dark
49,Bye,Peso Pluma,Pop,Sad
50,Shakira: Bzrp Music Sessions Vol. 53,Bizarrap & Shakira,Pop,Energetic
1,Peso Pluma: Bzrp Music Sessions Vol. 55,Bizarrap & Peso Pluma,Pop,Energetic
2,Ella Baila Sola,Eslabon Armado,Pop,Energetic
3,WHERE SHE GOES,Bad Bunny,Pop,Dreamy
4,La Bebe - Remix,Yng Lvcas & Peso Pluma,Reggaeton,Energetic
5,un x100to,Grupo Frontera & Bad Bunny,Rap,The server had an error while processing your request. Sorry about that!
6,Cupid - Twin Ver.,FIFTY FIFTY,Pop,Romantic
7,Flowers,Miley Cyrus,Pop,Happy
8,Daylight,David Kushner,Pop,Euphoric
9,TQM,Fuerza Regida,Soundtrack,Energetic
10,Kill Bill,SZA,Pop,Intense
11,As It Was,Harry Styles,Pop,Melancholic
12,Classy 101,Feid & Young Miko,Rap,Classy
13,TQG,KAROL G,EDM,Energetic
14,Calm Down (with Selena Gomez),Rema,Pop,Relaxed
15,Dance The Night (From Barbie The Album),Dua Lipa,Rap,Energetic
16,BESO,ROSALÍA & Rauw Alejandro,Rock,Sensual
17,El Azul,Junior H & Peso Pluma,Ranchera,Energetic
18,Anti-Hero,Taylor Swift,Pop,Dark
19,Say Yes To Heaven,Lana Del Rey,Reggaeton,Dreamy
20,See You Again (feat. Kali Uchis),Tyler The Creator,Pop,Melancholic
21,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,Pop,Sinister
22,PRC,Peso Pluma & Natanael Cano,Rap,Energetic
23,Angel Pt. 1,Fast & Furious: The Fast Saga & Jimin & BTS,Pop,Melancholic
24,All My Life (feat. J. Cole),Lil Durk,Reggaeton,Hopeful
25,Die For You (with Ariana Grande) - Remix,The Weeknd,Dream-pop,Romantic
26,Acróstico,Shakira,Indie,Melancholic
27,Yandel 150,Yandel,Pop,Energetic
28,Angels Like You,Miley Cyrus,Pop,Melancholic
29,I Wanna Be Yours,Arctic Monkeys,Latin,Romantic
30,Last Night,Morgan Wallen,Pop,Energetic
31,Cruel Summer,Taylor Swift,Pop,Intense
32,I'm Good (Blue),David Guetta & Bebe Rexha,Rap,Melancholic
33,Boy's a Liar Pt. 2,PinkPantheress & Ice Spice,Pop,Deceptive
34,Bye,Peso Pluma,Pop,Sad
35,Die For You,The Weeknd,Pop,Passionate
36,People,Libianca,Hip-hop,Energetic
37,AMG,Natanael Cano & Peso Pluma & Gabito Ballesteros,Pop,Energetic
38,I Ain't Worried,OneRepublic,R&B,Confident
39,Moonlight,Kali Uchis,Rap,Dreamy
40,Tattoo,Loreen,Indie,Melancholic
41,Here With Me,d4vd,Country,Melancholic
42,Another Love,Tom Odell,Rap,Melancholic
43,Starboy,The Weeknd,Country,Dark
44,golden hour,JVKE,Pop,Euphoric
45,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez & Em Beihold,R&B,Energetic
46,Like Crazy,Jimin,Pop,Passionate
47,La Bachata,Manuel Turizo,Latin,Romantic
48,Frágil,Yahritza Y Su Esencia & Grupo Frontera,Pop,Melancholic
49,Quevedo: Bzrp Music Sessions Vol. 52,Bizarrap & Quevedo,Pop,Energetic
50,Unholy (feat. Kim Petras),Sam Smith,Pop,Dark
1,Peso Pluma: Bzrp Music Sessions Vol. 55,Bizarrap & Peso Pluma,Latin,Energetic
2,Ella Baila Sola,Eslabon Armado,Rap,Lively
3,WHERE SHE GOES,Bad Bunny,Pop,Melancholic
4,La Bebe - Remix,Yng Lvcas & Peso Pluma,Pop,Energetic
5,un x100to,Grupo Frontera & Bad Bunny,Reggaeton,Energetic
6,Flowers,Miley Cyrus,Rap,Romantic
7,Cupid - Twin Ver.,FIFTY FIFTY,Pop,Romantic
8,TQM,Fuerza Regida,Pop,Energetic
9,Sprinter,Dave & Central Cee,Pop,Energetic
10,Popular (with Playboi Carti & Madonna),The Weeknd & Playboi Carti & Madonna,Rap,Upbeat
11,Daylight,David Kushner,Rock,Hopeful
12,As It Was,Harry Styles,Pop,Melancholic
13,Kill Bill,SZA,Classical,Aggressive
14,Classy 101,Feid & Young Miko,Pop,Sophisticated
15,TQG,KAROL G,Pop,Energetic
16,Calm Down (with Selena Gomez),Rema,Pop,Relaxed
17,Dance The Night (From Barbie The Album),Dua Lipa,Reggaeton,Energetic
18,BESO,ROSALÍA & Rauw Alejandro,Narcocorrido,Romantic
19,El Azul,Junior H & Peso Pluma,Rock,Melancholic
20,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,Dream-pop,Eerie
21,Anti-Hero,Taylor Swift,Pop,Mysterious
22,See You Again (feat. Kali Uchis),Tyler The Creator,Rap,Nostalgic
23,Yandel 150,Yandel,Pop,Energetic
24,Say Yes To Heaven,Lana Del Rey,Pop,Dreamy
25,PRC,Peso Pluma & Natanael Cano,Hip-hop,Energetic
26,Cruel Summer,Taylor Swift,Pop,Energetic
27,All My Life (feat. J. Cole),Lil Durk,Pop,Energetic
28,Angel Pt. 1,Fast & Furious: The Fast Saga & Jimin & BTS,Reggaeton,Peaceful
29,Die For You (with Ariana Grande) - Remix,The Weeknd,Pop,Energetic
30,Angels Like You,Miley Cyrus,Alternative,Hopeful
31,Last Night,Morgan Wallen,Pop,Energetic
32,I'm Good (Blue),David Guetta & Bebe Rexha,Pop,Content
33,Acróstico,Shakira,Pop,Energetic
34,Annihilate,Metro Boomin,Pop,Intense
35,Boy's a Liar Pt. 2,PinkPantheress & Ice Spice,Pop,Deceptive
36,I Wanna Be Yours,Arctic Monkeys,Pop,Romantic
37,Bye,Peso Pluma,Pop,Sad
38,Die For You,The Weeknd,Hip-hop,Devoted
39,People,Libianca,Hip-hop,Energetic
40,Tattoo,Loreen,R&B,Nostalgic
41,AMG,Natanael Cano & Peso Pluma & Gabito Ballesteros,Pop,Energetic
42,S-Class,Stray Kids,Pop,Upbeat
43,I Ain't Worried,OneRepublic,Indie,Confident
44,Calling,Metro Boomin,Pop,Energetic
45,Los del Espacio,LIT killah,Country,Energetic
46,Moonlight,Kali Uchis,Pop,Romantic
47,Frágil,Yahritza Y Su Esencia & Grupo Frontera,Country,Melancholic
48,Another Love,Tom Odell,Latin,Melancholy
49,Like Crazy,Jimin,Pop,Passionate
50,Starboy,The Weeknd,Rap,Dark
1,Ella Baila Sola,Eslabon Armado,Pop,Happy
2,Peso Pluma: Bzrp Music Sessions Vol. 55,Bizarrap & Peso Pluma,Rap,Energetic
3,WHERE SHE GOES,Bad Bunny,Pop,Melancholic
4,La Bebe - Remix,Yng Lvcas & Peso Pluma,Pop,Energetic
5,un x100to,Grupo Frontera & Bad Bunny,Reggaeton,Energetic
6,Flowers,Miley Cyrus,Rap,Romantic
7,Cupid - Twin Ver.,FIFTY FIFTY,Pop,Romantic
8,TQM,Fuerza Regida,Pop,Energetic
9,As It Was,Harry Styles,Pop,Melancholic
